DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU22,2018,13.71,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU23,2018,18.95,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU31,2018,12.40,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU32,2018,50.79,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,HU33,2018,113.72,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,IE04,2018,33.39,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,IE05,2018,97.08,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,IE06,2018,142.54,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITC1,2018,38.60,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITC2,2018,3.10,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITC3,2018,7.61,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITC4,2018,14.89,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITF1,2018,170.45,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITF2,2018,4.67,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITF3,2018,216.64,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITF4,2018,53.90,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITF5,2018,1.95,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITF6,2018,122.58,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITG1,2018,171.34,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITG2,2018,47.01,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITH1,2018,9.54,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITH2,2018,7.40,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITH3,2018,127.41,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITH4,2018,8.89,
ESTAT:APRO_CPSHR(1.0),19/04/24 23:00:00,A,R1000,PR_HU_EU,ITH5,2018,213.36,
